18
801 1713
597 129 40
825 664 478
764 621 256
544 333 65
664 321 551
603 234 906
869 42 786
73 215 895
208 469 301
480 171 858
879 42 648
183 370 3
877 15 260
583 912 306
289 746 437
762 186 115
423 865 982
501 224 422
379 848 847
119 262 264
264 810 841
432 378 346
29 557 883
734 845 98
4 720 953
615 413 959
524 203 354
25 856 598
570 872 92
413 715 75
783 565 943
254 114 154
854 123 174
698 45 27
806 541 784
789 871 379
257 54 944
768 493 139
664 127 728
237 615 970
72 674 456
616 41 735
335 512 237
151 81 477
335 671 928
617 22 433
708 60 470
453 181 119
534 288 717
795 711 472
180 123 884
536 377 733
280 810 904
324 490 507
234 151 218
605 674 790
102 194 748
427 221 66
337 353 735
750 655 536
791 549 914
566 811 972
592 281 648
569 323 283
25 641 378
535 73 628
305 71 949
67 421 454
161 167 167
306 791 171
764 766 937
678 653 431
716 447 714
505 777 822
46 785 480
903 879 191
117 617 798
753 688 855
655 763 634
457 163 881
413 710 75
763 8 913
393 488 658
708 520 448
214 615 667
504 445 473
313 674 125
206 68 273
881 425 207
799 4 664
830 169 357
413 301 851
467 228 746
820 96 95
727 66 996
470 714 153
385 588 575
569 190 619
409 629 704
368 803 683
909 371 38
211 31 239
44 202 732
781 544 70
18 601 882
264 536 94
571 183 941
864 836 771
477 857 686
681 793 670
16 718 447
147 61 605
891 221 362
326 648 164
361 534 522
162 182 353
826 874 80
659 203 809
779 821 669
872 554 670
332 255 823
456 859 476
526 426 810
467 837 479
291 673 764
31 562 615
588 305 637
881 147 382
682 394 533
840 334 907
753 25 463
401 760 699
70 376 703
148 238 941
283 794 831
118 901 810
831 86 744
318 75 670
452 256 696
224 233 66
264 721 464
287 855 162
79 65 515
716 220 488
698 103 636
257 335 571
254 914 624
404 635 408
344 117 649
77 145 614
338 376 359
271 134 466
625 883 644
697 413 149
522 751 630
128 586 941
304 529 316
513 238 166
383 294 299
879 878 212
1 179 769
727 426 529
374 915 50
307 233 754
689 496 259
303 634 542
451 256 387
542 272 235
596 809 884
343 753 349
751 363 413
265 413 484
761 397 347
604 153 808
161 681 402
523 787 529
502 415 722
362 892 317
445 407 974
471 753 43
523 253 804
590 5 910
68 638 886
769 786 650
814 625 859
218 52 567
747 700 121
478 674 272
7 673 672
840 121 59
19 708 828
853 187 555
132 231 976
379 124 781
6 498 626
213 341 110
360 227 132
643 37 136
701 241 948
677 124 701
583 202 888
641 151 934
77 242 914
591 665 558
849 557 484
181 833 186
435 846 600
126 655 277
462 3 966
827 424 583
894 484 898
742 363 732
641 378 492
68 487 587
65 459 804
315 530 903
793 505 429
230 725 17
687 295 69
455 246 561
614 161 328
59 244 683
450 738 792
304 134 868
12 273 818
607 74 971
58 163 135
831 825 835
141 250 530
594 721 381
648 856 237
22 238 51
180 673 602
67 44 116
365 33 811
607 491 966
254 292 999
723 766 663
99 639 794
841 82 938
636 219 887
605 243 355
745 322 737
421 409 851
646 858 933
353 286 5
143 802 34
603 33 444
819 644 74
92 217 999
529 786 140
494 27 6
830 412 773
581 652 859
865 771 864
381 149 263
601 527 551
355 615 861
145 907 354
99 169 441
33 831 417
777 86 427
499 61 678
2 543 356
741 676 313
85 146 2
429 569 581
315 870 978
56 77 643
633 806 994
172 22 625
150 821 981
670 514 648
513 422 178
611 468 524
620 860 758
723 832 19
778 469 323
70 353 910
853 15 505
833 828 876
344 501 847
714 110 858
299 87 329
500 472 590
660 680 313
717 52 512
243 649 31
841 680 508
834 10 964
615 867 981
649 768 447
528 135 492
818 300 600
100 198 369
559 97 19
347 42 79
546 191 329
248 64 303
427 378 549
867 636 150
631 820 880
222 392 70
321 611 205
3 752 32
806 55 199
562 892 913
402 272 28
603 247 706
763 863 551
329 63 755
506 459 483
410 665 654
784 746 150
353 752 239
716 204 299
132 554 385
891 233 378
763 287 8
578 675 349
681 621 245
145 733 360
416 830 251
846 395 973
497 484 308
882 262 636
679 380 34
505 597 224
313 259 19
62 232 37
685 454 274
746 346 105
345 86 883
174 374 319
114 508 162
565 2 757
152 607 310
798 25 732
235 866 247
663 531 303
42 206 215
338 776 546
721 539 436
206 157 345
866 340 322
279 912 794
610 318 242
586 884 656
907 314 938
420 725 91
671 480 84
546 575 378
716 359 440
104 700 466
127 736 974
162 502 833
88 157 580
857 169 237
523 753 606
746 211 755
793 419 609
480 118 137
863 165 935
313 557 763
251 27 860
349 409 92
133 257 151
15 130 479
493 213 696
570 607 270
681 245 977
219 157 202
130 445 451
565 860 5
867 283 75
302 48 840
415 322 572
372 177 415
258 615 303
346 773 486
14 246 127
734 830 38
366 731 554
544 477 308
189 817 202
271 380 285
101 387 345
189 501 952
204 333 164
603 537 429
693 844 393
740 392 230
869 313 70
169 118 372
896 598 849
319 527 500
824 313 651
424 197 469
7 392 982
715 847 300
46 724 470
468 331 288
856 746 33
569 28 325
672 488 310
540 280 915
115 400 263
548 420 5
618 870 890
369 487 792
148 158 706
793 202 102
229 32 159
134 437 367
611 117 859
760 489 277
151 669 490
440 426 316
296 654 405
802 264 339
527 53 999
610 368 472
798 409 733
326 248 754
586 843 421
859 141 271
432 699 701
847 531 707
247 448 273
559 705 136
554 603 402
681 390 764
732 235 241
255 917 963
43 492 59
638 492 904
270 752 792
798 650 271
339 128 975
385 281 684
559 231 98
536 353 154
627 873 259
33 803 994
494 242 158
289 352 631
290 894 246
49 453 666
603 353 861
179 531 121
784 914 708
202 496 702
659 908 684
634 902 994
222 221 951
631 297 6
416 264 203
622 65 50
425 853 866
310 577 219
893 204 121
578 896 420
225 220 374
606 473 111
63 836 324
627 599 221
272 337 954
308 797 960
402 314 828
854 512 813
588 377 179
501 235 586
228 727 269
655 59 164
744 163 319
887 157 134
379 755 857
544 157 392
258 524 553
63 425 893
565 629 726
345 856 832
602 376 716
151 895 92
855 836 972
54 754 861
618 399 283
514 415 289
821 69 136
400 418 279
900 208 699
554 810 953
66 705 663
906 910 519
354 363 442
732 309 974
330 353 114
812 296 420
18 217 538
603 368 264
848 550 871
749 817 613
367 514 185
794 613 962
389 576 705
663 778 97
9 533 880
339 838 823
302 48 548
16 564 316
820 761 473
365 27 319
304 315 840
317 340 963
5 624 441
850 696 318
2 741 256
441 127 1000
179 67 44
669 865 330
769 215 609
823 300 488
450 821 773
751 517 9
618 783 343
851 349 91
524 751 165
448 1 752
572 333 64
364 849 657
692 547 804
319 161 45
348 549 107
146 572 187
786 196 823
436 785 459
343 740 972
611 654 102
428 208 854
152 525 981
49 582 856
13 649 324
365 459 222
578 490 685
762 295 842
903 585 668
774 593 148
680 309 286
321 31 987
820 167 862
776 97 429
692 543 587
135 700 351
640 491 986
363 53 179
154 373 395
463 56 524
144 370 750
79 511 908
832 906 539
158 99 687
805 122 759
783 643 908
14 514 921
874 608 673
631 160 501
310 864 311
879 420 267
317 385 891
31 403 712
508 162 182
629 437 38
575 361 533
864 872 652
423 767 388
248 697 944
690 14 557
844 390 825
477 127 257
806 572 857
702 645 878
287 471 487
493 26 205
129 108 946
136 483 94
819 46 632
824 850 440
254 869 438
358 163 797
633 877 391
182 730 119
598 468 608
110 876 1
589 8 469
353 343 36
685 447 237
723 754 759
150 246 103
643 752 352
528 73 452
75 240 639
897 487 968
187 497 225
427 835 2
319 866 613
694 99 424
664 569 953
266 680 274
862 149 255
440 199 56
364 74 57
581 181 322
616 700 753
641 547 295
909 429 427
663 507 38
20 11 641
887 891 755
253 726 236
237 196 856
87 848 908
188 147 929
892 140 745
360 201 739
331 71 575
218 72 250
282 284 636
32 864 219
46 411 594
86 723 416
543 155 427
285 678 406
605 608 27
101 582 723
131 325 779
669 816 849
848 78 915
55 603 865
742 488 634
196 99 454
157 135 306
869 806 467
576 368 429
379 625 204
431 364 646
113 803 47
780 756 146
721 458 956
917 205 152
833 684 302
139 559 394
120 131 76
577 94 94
551 310 82
304 766 257
70 383 122
344 144 762
61 775 459
584 891 163
693 913 223
69 405 796
740 122 911
848 409 949
838 303 203
41 295 136
752 848 560
551 555 809
897 684 245
270 123 441
222 544 708
11 157 911
474 381 139
241 667 123
545 543 755
12 809 17
425 50 623
190 133 432
812 615 583
205 562 878
104 90 581
698 862 839
550 630 761
182 733 159
720 294 797
909 387 848
521 859 709
189 69 906
63 139 272
723 681 99
281 604 357
282 275 886
502 209 543
102 625 850
753 252 448
1 680 671
692 899 398
213 349 756
791 187 273
627 44 165
360 719 635
473 485 342
460 193 363
847 856 73
440 449 748
77 553 753
567 868 339
566 618 642
630 434 774
251 193 945
25 866 654
467 419 388
779 470 50
837 323 800
627 69 716
90 851 896
460 197 500
492 884 522
884 643 963
659 35 658
337 502 273
104 481 196
442 666 952
764 148 710
215 668 825
79 501 376
89 120 595
662 816 120
555 683 915
302 638 430
849 544 11
162 531 696
724 402 558
540 783 149
676 874 28
765 416 755
880 369 310
903 446 151
532 172 317
585 219 665
438 376 572
48 23 765
277 827 463
616 539 315
689 412 377
107 426 63
716 490 272
232 408 873
541 19 977
64 115 354
143 611 625
213 408 853
433 899 169
538 33 195
816 247 481
622 655 458
901 400 530
812 242 582
665 541 781
861 616 618
254 255 509
302 152 561
398 778 967
905 483 476
203 101 666
722 590 489
640 371 637
240 446 795
329 647 230
771 260 5
441 356 432
729 533 667
466 429 855
502 183 915
682 456 474
741 756 974
167 886 880
537 291 346
377 873 393
867 60 906
257 462 861
673 10 496
2 680 770
105 620 843
832 729 751
352 697 253
515 721 187
643 21 475
326 613 700
717 792 504
387 362 146
907 834 812
322 404 857
781 121 217
416 712 138
781 898 868
243 873 405
597 813 864
175 570 650
129 904 745
154 659 258
368 165 39
49 594 219
468 259 416
410 302 138
633 68 68
686 68 79
57 806 853
245 745 132
91 108 485
33 542 466
785 103 463
666 888 515
607 634 113
398 492 945
426 201 792
138 388 86
373 420 296
396 369 554
714 176 421
331 252 79
664 193 158
753 112 223
16 615 417
606 858 156
676 621 753
254 436 847
461 789 399
296 393 997
419 122 702
869 65 453
872 881 853
852 916 675
695 720 781
499 98 212
165 489 976
484 316 334
79 234 932
174 634 199
271 6 140
165 251 227
608 809 644
876 498 753
52 74 565
154 629 281
899 343 911
482 57 744
395 386 736
255 800 709
266 699 407
7 42 804
752 737 472
325 405 4
22 253 924
575 298 355
802 806 542
115 833 10
215 533 166
168 470 680
160 254 455
757 358 860
518 676 288
888 760 496
131 573 751
664 816 20
781 185 128
91 628 822
303 763 773
853 229 490
275 775 418
191 320 682
87 802 717
67 240 922
321 63 808
165 276 39
47 112 53
197 167 192
215 165 929
264 503 685
658 422 391
240 187 901
777 673 399
704 207 591
61 393 977
443 106 73
95 788 624
166 244 115
242 296 644
591 295 424
368 817 326
132 125 212
700 860 165
552 150 106
208 395 825
11 615 755
257 98 818
183 722 847
757 5 739
67 675 143
403 577 307
181 129 628
642 341 20
194 197 911
749 120 6
635 139 690
593 742 335
863 718 743
145 570 660
416 438 314
810 299 941
728 30 629
293 100 704
341 31 754
91 355 704
818 141 755
305 529 369
722 328 339
523 690 94
390 669 132
376 834 770
565 731 449
827 716 544
29 786 814
370 384 458
215 306 720
707 134 427
79 157 387
300 545 457
669 353 814
586 444 570
118 206 516
825 585 92
399 881 863
531 152 642
370 334 516
731 59 42
558 244 226
214 410 257
803 526 699
400 39 779
739 909 374
335 94 877
209 810 926
519 531 638
150 544 272
668 81 272
614 785 105
372 848 624
784 706 473
78 401 120
887 237 523
533 365 662
406 477 155
23 101 39
2 291 91
883 728 644
514 352 140
369 156 158
98 910 746
605 427 271
461 507 402
349 267 614
246 804 706
465 434 860
176 283 265
722 655 24
610 841 111
374 25 722
809 839 47
446 199 871
881 545 313
471 423 98
343 94 578
119 242 777
300 460 184
352 635 599
463 63 293
840 842 896
450 612 685
802 105 173
394 718 781
115 355 620
145 756 764
829 402 409
773 189 85
243 504 734
644 354 941
325 197 23
621 699 158
284 859 111
224 357 591
778 226 701
797 120 509
55 294 509
310 440 634
714 425 744
388 331 945
573 544 770
645 268 217
875 479 256
256 555 634
8 697 974
884 452 856
721 401 187
488 817 791
579 206 468
582 330 265
506 770 711
415 89 793
712 396 606
148 903 670
245 293 565
790 731 283
339 834 690
250 160 898
378 343 389
63 304 489
780 241 59
785 636 643
369 526 530
386 851 343
59 54 487
282 235 352
332 761 327
36 601 349
207 774 847
715 15 522
255 803 789
681 674 801
569 628 325
783 887 105
519 423 922
146 166 749
886 445 973
207 20 240
523 871 398
317 214 766
736 562 480
217 177 502
514 512 705
163 44 518
41 357 817
126 137 400
444 495 158
595 106 601
772 449 457
6 256 626
642 361 84
878 654 917
707 646 218
210 831 593
143 784 61
484 129 250
224 717 609
876 634 369
29 36 679
364 391 886
30 869 209
455 397 665
177 691 649
637 1 913
71 534 601
98 427 261
230 666 509
200 535 351
59 221 355
296 747 292
542 290 259
781 902 386
347 838 191
206 39 470
78 103 333
599 797 179
714 625 932
801 854 805
619 186 293
23 253 459
654 181 597
544 433 451
435 825 307
578 893 197
267 560 539
639 309 871
602 728 160
542 324 928
129 74 652
545 691 296
450 622 297
150 609 7
531 106 910
906 774 431
273 806 640
327 641 520
342 85 358
622 273 756
499 107 43
773 238 703
639 466 467
691 597 479
325 229 384
405 602 984
114 908 529
846 841 509
262 117 768
760 523 774
563 895 732
640 103 713
477 507 863
459 486 566
594 262 161
358 463 761
30 601 719
43 782 868
351 480 492
589 263 967
724 423 517
630 591 241
24 909 608
176 652 498
428 332 885
48 59 531
8 213 639
643 214 74
488 308 528
123 781 997
884 391 412
700 740 689
495 12 26
699 843 168
694 525 629
535 395 420
241 856 621
896 354 336
450 894 99
908 77 386
491 761 575
453 69 607
801 574 561
340 696 167
453 845 1
849 98 94
908 725 956
397 740 345
362 811 938
861 695 410
527 350 296
835 872 17
65 440 764
380 758 836
343 588 875
353 544 643
770 481 686
197 256 133
471 276 428
61 896 187
663 301 548
155 167 410
671 78 351
225 337 106
792 168 429
710 455 189
383 153 461
502 868 761
253 864 963
94 121 685
64 167 16
601 705 84
727 546 902
495 40 307
776 318 219
16 563 234
437 72 502
395 737 599
487 140 946
160 246 196
426 707 550
614 52 141
670 867 348
90 503 354
372 712 567
149 196 13
199 645 187
234 915 629
232 117 780
446 331 423
19 405 222
359 38 966
680 563 918
872 755 279
874 911 820
758 602 665
797 444 379
54 132 72
838 509 690
186 200 449
623 824 653
646 129 594
270 611 110
784 778 205
913 512 425
645 33 628
829 500 42
764 760 345
598 744 898
672 526 340
811 1878
749 79 573
699 115 112
476 577 425
550 745 769
343 801 310
134 733 210
520 691 329
371 565 849
309 162 478
596 64 619
51 132 146
26 411 337
354 523 31
17 687 378
127 780 374
162 4 593
193 207 549
149 671 956
165 368 504
441 155 838
583 528 755
346 279 657
707 398 358
424 154 847
468 693 978
411 429 627
429 272 218
643 332 237
543 316 192
443 131 770
162 623 662
469 217 720
656 18 429
435 4 237
529 546 239
401 343 805
293 491 355
522 526 273
226 179 383
541 324 386
69 373 538
226 762 505
646 151 875
125 54 532
291 751 981
503 788 952
775 742 383
805 384 389
608 172 201
413 98 116
527 389 793
589 91 246
563 318 495
533 398 224
709 376 690
778 490 49
753 242 969
370 520 957
239 503 558
64 234 143
544 673 77
131 612 784
137 22 874
679 169 680
31 118 164
757 468 629
451 280 989
145 626 932
520 70 394
250 654 358
238 683 334
759 171 113
547 373 745
666 46 483
492 595 476
496 191 146
621 646 852
159 409 826
167 283 180
799 316 126
187 715 179
247 538 951
556 505 838
525 727 626
583 597 310
625 424 7
279 492 649
808 300 475
311 713 918
43 624 16
186 769 393
781 111 251
156 587 5
774 68 674
367 735 304
227 416 789
718 105 65
514 723 638
198 607 561
418 161 184
418 285 809
590 191 666
56 109 547
622 415 232
135 687 40
650 81 697
367 802 840
419 639 692
277 503 985
108 510 712
90 272 859
57 564 366
711 383 10
568 388 143
341 805 930
547 722 409
343 132 447
312 159 835
46 33 463
766 667 778
132 417 173
274 336 1
92 735 643
528 733 635
51 663 401
492 230 130
50 267 573
405 425 881
568 244 275
44 290 790
195 443 750
672 629 578
615 177 1000
690 2 545
457 377 769
477 208 454
180 211 601
653 129 368
214 180 514
411 206 797
61 592 748
604 511 445
402 600 256
19 262 414
734 761 609
158 195 466
82 772 30
185 557 545
508 443 283
349 209 569
349 152 493
170 6 143
610 319 932
167 246 97
214 252 471
64 397 131
190 230 610
50 209 934
306 264 938
313 87 1
508 622 40
144 26 150
730 2 617
751 571 850
69 284 108
590 343 223
47 458 493
807 194 324
403 164 876
648 11 1
103 748 58
132 135 111
423 246 653
516 134 687
57 807 277
111 654 711
536 250 976
541 355 651
722 121 643
149 296 861
628 551 104
782 344 120
583 166 149
82 521 404
339 770 353
651 409 983
712 744 755
29 318 779
760 107 547
477 589 952
255 725 926
245 789 809
149 130 610
516 87 69
398 780 787
346 761 659
685 499 691
586 614 79
515 129 159
704 305 415
479 103 452
230 463 632
191 439 108
84 510 26
106 404 577
124 2 433
808 210 952
741 412 186
262 581 765
149 770 300
711 194 673
141 440 214
210 58 323
132 699 217
463 247 319
354 768 908
148 203 321
387 265 565
461 723 940
229 573 37
267 725 20
69 343 81
289 91 960
390 219 427
152 449 930
397 604 407
602 54 981
475 85 426
712 372 78
611 57 323
317 456 949
556 393 429
779 36 2
198 292 337
255 228 162
789 556 520
779 547 119
238 78 119
252 89 876
78 348 818
361 513 119
590 30 783
33 175 832
579 295 334
432 241 321
409 546 407
731 486 420
118 412 499
167 203 877
490 349 193
204 508 431
310 415 727
224 264 498
734 466 493
656 95 273
414 535 769
281 5 793
444 689 175
560 490 474
355 115 696
239 271 938
685 683 521
60 360 411
275 664 13
778 169 361
276 254 156
214 369 134
20 559 729
359 748 858
654 520 193
724 341 998
317 752 278
447 691 837
498 679 847
121 257 196
479 517 759
11 739 850
523 411 482
382 506 374
52 547 884
497 152 652
9 382 262
278 569 659
644 364 899
403 607 864
348 636 767
586 568 417
527 172 320
238 406 471
542 331 611
497 260 30
754 25 780
255 778 742
188 645 231
353 635 209
469 481 787
124 429 211
188 636 763
391 701 554
222 260 260
174 345 869
533 237 676
776 296 396
771 611 376
305 696 60
331 236 220
176 82 54
82 252 907
726 251 209
557 268 967
751 675 991
20 645 109
278 746 54
656 385 196
493 22 756
39 644 801
495 626 299
792 586 459
646 7 780
260 387 552
596 102 980
213 111 708
448 417 158
775 712 249
688 288 658
177 8 952
53 38 643
780 483 771
72 126 632
218 728 426
210 424 283
337 774 374
